Номер_групи;Назва_групи;Назва_групи_укр;Ідентифікатор_групи;Номер_батьківської_групи;Ідентифікатор_батьківської_групи;HTML_заголовок_групи;HTML_заголовок_групи_укр;HTML_опис_групи;HTML_опис_групи_укр;Опис_групи_до_списку_товарних_позицій;Опис_групи_до_списку_товарних_позицій_укр;Опис_групи_після_списку_товарних_позицій;Опис_групи_після_списку_товарних_позицій_укр;Посилання_зображення_групи
82092076;Шампунь для волос;Шампунь для волосся;82092076;72958753;72958753;;;;;;;;;https://images.prom.ua/3229119054_shampun-dlya-volos.jpg
82092225;Крем для тела;Крем для тіла;82092225;72958756;72958756;;;;;;;;;https://images.prom.ua/3229157941_krem-dlya-tela.jpg
82092316;Масло для тела;Олія для тіла;82092316;72958756;72958756;;;;;;;;;https://images.prom.ua/3229161146_maslo-dlya-tela.jpg
82321360;Масло для волос;Олія для волосся;82321360;72958753;72958753;;;;;;;;;https://images.prom.ua/3229130705_maslo-dlya-volos.jpg
82321372;Кондиционер для волос;Кондиціонер для волосся;82321372;72958753;72958753;;;;;;;;;https://images.prom.ua/3229137023_konditsioner-dlya-volos.jpg
82321377;Маска для волос;Маска для волосся;82321377;72958753;72958753;;;;;;;;;https://images.prom.ua/3229141553_maska-dlya-volos.jpg
82321647;Спрей и блеск для волос;Спрей і блиск для волосся;82321647;72958753;72958753;;;;;;;;;https://images.prom.ua/6167724206_sprej-i-blesk.jpg
82321664;Уход за ногами;Догляд за ногами;82321664;136052683;136052683;;;;;;;;;https://images.prom.ua/3229152884_uhod-za-nogami.jpg
82321728;Лосьон и молочко для тела;Лосьйон для тіла та молочко для тіла;82321728;72958756;72958756;;;;;;;;;https://images.prom.ua/3229170341_loson-i-molochko.jpg
82321756;Дезодоранты;Дезодоранти;82321756;72958756;72958756;;;;;;;;;https://images.prom.ua/3229173438_dezodoranty.jpg
82321919;Средства от солнца и для загара;Засоби від сонця та для засмаги;82321919;72958756;72958756;;;;;;;;;https://images.prom.ua/3229183631_sredstva-ot-solntsa.jpg
82411616;Тональный крем;Тональний крем;82411616;113590269;113590269;;;;;;;;;https://images.prom.ua/3229329116_tonalnyj-krem.jpg
82411699;Основа для макияжа;Основа для макіяжу;82411699;113590269;113590269;;;;;;;;;https://images.prom.ua/6167723789_osnova-dlya-makiyazha.jpg
82412579;Бальзам для губ;Бальзам для губ;82412579;113590279;113590279;;;;;;;;;https://images.prom.ua/3229334021_balzam-dlya-gub.jpg
86108200;Антисептик для рук;Антисептик для рук;86108200;136061701;136061701;;;;;;;;;https://images.prom.ua/3229369209_antiseptik-dlya-ruk.jpg
88509946;Сахарозаменители;Цукрозамінники;88509946;136054110;136054110;;;;;;;;;https://images.prom.ua/6167726632_saharozameniteli.jpg
104050699;Арахисовая паста;Арахісова паста;104050699;81148530;81148530;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Арахисовая паста - это паста, которая делается из измельченных арахисов. Её обычно употребляют как пищевой продукт, добавляя в бутерброды, выпечку, соусы или даже просто едят на хлебе. Арахисовая паста богата белками, жиром, витаминами и минералами, поэтому часто используется в рационе как источник питательных веществ.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Арахісова паста - це паста, яка робиться із подрібнених арахісів. Її зазвичай вживають як харчовий продукт, додаючи в бутерброди, випічку, соуси або навіть їдять на хлібі. Арахісова паста багата на білки, жир, вітаміни і мінерали, тому часто використовується в раціоні як джерело поживних речовин.</span></p>";;;https://images.prom.ua/3539632393_arahisovaya-pasta.jpg
104051090;Омега-3 для детей;Омега-3 для дітей;104051090;81301337;81301337;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Омега-3 - это невероятно важные жирные кислоты, необходмые для здоровья человека, особенно для детей. Они способствуют развитию мозга, улучшают память и способствуют здоровому росту. Омега-3 помогает укрепить иммунитет, снизить воспаление и улучшить зрение. Для детей особенно важно получать достаточное количество омега-3, так как это помогает им лучше учиться и развиваться. Омега-3 можно получить из рыбы, орехов, семян льна и других продуктов. Регулярное употребление омега-3 в детском возрасте способно значительно улучшить их общее здоровье и благополучие.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Омега-3 - це неймовірно важливі жирні кислоти, необхідні для здоров&#39;я людини, особливо для дітей. Вони сприяють розвитку мозку, покращують пам&#39;ять і сприяють здоровому росту. Омега-3 допомагає зміцнити імунітет, знизити запалення і поліпшити зір. Для дітей особливо важливо отримувати достатню кількість омега-3, оскільки це допомагає їм краще вчитися і розвиватися. Омега-3 можна отримати з риби, горіхів, насіння льону та інших продуктів. Регулярне вживання омега-3 в дитячому віці здатне значно поліпшити їхнє загальне здоров&#39;я і благополуччя.</span></p>";;;https://images.prom.ua/3539683598_omega-3-dlya-detej.jpg
106661030;Коллаген 1 и 3 типа;Колаген 1 і 3 типу;106661030;81304538;81304538;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Коллаген 1 и 3 типов является основным белком в нашей коже, суставах, волосах и ногтях, обеспечивая им прочность, упругость и здоровый вид. При регулярном употреблении коллагена происходит улучшение состояния кожи, снижение морщин и улучшение текстуры волос. Кроме того, он способствует заживлению суставов, укреплению ногтей и улучшению пищеварения. Коллаген также помогает восстановить утраченный объем кости и сократить риск развития остеопороза. Этот белок является важным строительным материалом для тканей нашего организма, и его усиленное употребление может привести к повышению общего здоровья и благополучия.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Колаген 1 і 3 типів є основним білком у нашій шкірі, суглобах, волоссі та нігтях, забезпечуючи їм міцність, пружність і здоровий вигляд. За регулярного вживання колагену відбувається поліпшення стану шкіри, зменшення зморшок і поліпшення текстури волосся. Крім того, він сприяє загоєнню суглобів, зміцненню нігтів і поліпшенню травлення. Колаген також допомагає відновити втрачений об&#39;єм кістки і скоротити ризик розвитку остеопорозу. Цей білок є важливим будівельним матеріалом для тканин нашого організму, і його посилене вживання може призвести до підвищення загального здоров&#39;я і благополуччя.</span></p>";;;https://images.prom.ua/3886030708_kollagen-1-i.jpg
106661032;Коллаген 2 типа (для суставов);Колаген 2 типу (для суглобів);106661032;81304538;81304538;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Коллаген 2 типа играет важную роль в поддержании здоровья суставов, так как он составляет основную часть суставного хряща. При регулярном употреблении коллагена 2 типа можно замедлить разрушение хрящевой ткани, улучшить их гибкость и подвижность. Этот тип коллагена способствует синтезу хондроцитов, которые несут ответственность за восстановление и поддержание хряща. Также он может помочь уменьшить боли и воспаление в суставах, способствуя их заживлению и укреплению. Все это делает коллаген 2 типа важным дополнением для поддержания здоровья суставов и предотвращения их проблем.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Колаген 2 типу відіграє важливу роль у підтримці здоров&#39;я суглобів, оскільки він становить основну частину суглобового хряща. За регулярного вживання колагену 2 типу можна сповільнити руйнування хрящової тканини, поліпшити їхню гнучкість і рухливість. Цей тип колагену сприяє синтезу хондроцитів, які несуть відповідальність за відновлення і підтримку хряща. Також він може допомогти зменшити біль і запалення в суглобах, сприяючи їх загоєнню і зміцненню. Усе це робить колаген 2 типу важливим доповненням для підтримання здоров&#39;я суглобів і запобігання їхнім проблемам.</span></p>";;;https://images.prom.ua/3886033546_kollagen-2-tipa.jpg
109244230;Куркумин;Куркумін;109244230;136262425;136262425;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Куркумин - это естественное соединение, содержащееся в корне куркумы, которое придает ей ярко-желтый цвет. Оно известно своими многочисленными полезными свойствами для организма. Куркумин обладает сильными антиоксидантными и противовоспалительными свойствами, помогает улучшить пищеварение, поддерживает здоровье сердца и мозга, снижает уровень холестерина и сахара в крови. Отличие куркумина от куркумы заключается в том, что куркумин - это активный ингредиент, ответственный за большую часть пользы для здоровья, в то время как куркума является растением, из которого извлекается куркумин.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Куркумін - це природна сполука, що міститься в корені куркуми, яка надає їй яскраво-жовтого кольору. Вона відома своїми численними корисними властивостями для організму. Куркумін має сильні антиоксидантні та протизапальні властивості, допомагає поліпшити травлення, підтримує здоров&#39;я серця і мозку, знижує рівень холестерину і цукру в крові. Відмінність куркуміну від куркуми полягає в тому, що куркумін - це активний інгредієнт, відповідальний за більшу частину користі для здоров&#39;я, тоді як куркума - це рослина, з якої добувають куркумін.</span></p>";;;https://images.prom.ua/3885924092_kurkumin.jpg
109245072;Омега 3;Омега 3;109245072;81301337;81301337;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Омега-3 - это жирные кислоты, которые необходимы для здоровья человека, но не производятся им самостоятельно. Для взрослых они имеют ряд положительных свойств. Омега-3 помогает снизить уровень холестерина в крови, улучшает работу сердечно-сосудистой системы, снижает риск возникновения сердечно-сосудистых заболеваний. Они также способствуют улучшению когнитивных функций, помогают бороться со стрессом и депрессией, укрепляют иммунную систему и имеют противовоспалительные свойства.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Омега-3 - це жирні кислоти, які необхідні для здоров&#39;я людини, але не виробляються нею самостійно. Для дорослих вони мають низку позитивних властивостей. Омега-3 допомагає знизити рівень холестерину в крові, покращує роботу серцево-судинної системи, знижує ризик виникнення серцево-судинних захворювань. Вони також сприяють поліпшенню когнітивних функцій, допомагають боротися зі стресом і депресією, зміцнюють імунну систему і мають протизапальні властивості.</span></p>";;;https://images.prom.ua/3885971560_omega-3.jpg
109246145;Морской (рыбный) коллаген, Marine/Fish Collagen;Морський (рибний) колаген, Marine/Fish Collagen;109246145;81304538;81304538;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Морской коллаген (рыбный) имеет ряд пользы для здоровья. Он способствует укреплению кожи, волос и ногтей, улучшает состояние суставов и связок, помогает улучшить пищеварение и общее состояние кожи. Также считается хорошим источником белка и аминокислот, необходимых для поддержания здоровья опорно-двигательной системы.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Морський колаген (рибний) має низку користі для здоров&#39;я. Він сприяє зміцненню шкіри, волосся та нігтів, покращує стан суглобів і зв&#39;язок, допомагає поліпшити травлення та загальний стан шкіри. Також вважається гарним джерелом білка та амінокислот, необхідних для підтримання здоров&#39;я опорно-рухової системи.</span></p>";;;https://images.prom.ua/3886037283_morskoj-rybnyj-kollagen.jpg
109246150;Витамины с коллагеном;Вітаміни з колагеном;109246150;81304538;81304538;;;;;;;;;https://images.prom.ua/3886039002_vitaminy-s-kollagenom.jpg
109251156;Ресвератрол;Ресвератрол;109251156;81304983;81304983;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Ресвератрол - это природное вещество, которое можно найти в красных виноградах, ягодах, орехах и других продуктах. Ему приписывают целый ряд полезных свойств, таких как антиоксидантные и противовоспалительные свойства, а также способность защищать клетки от стресса и повреждений. Добавка ресвератрола часто продаётся как пищевая добавка, как способ увеличить его потребление без необходимости увеличивать потребление продуктов, в которых он содержится. Некоторые исследования показывают, что ресвератрол может быть полезен для здоровья сердца, мозга и кожи, но более исследований требуется для подтверждения этих утверждений.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Ресвератрол &ndash; це природна речовина, яку можна знайти у червоних виноградах, ягодах, горіхах та інших продуктах. Йому приписують цілу низку корисних властивостей, таких як антиоксидантні та протизапальні властивості, а також здатність захищати клітини від стресу та пошкоджень. Добавка ресвератролу часто продається як харчова добавка як спосіб збільшити його споживання без необхідності збільшувати споживання продуктів, в яких він міститься. Деякі дослідження показують, що ресвератрол може бути корисним для здоров&#39;я серця, мозку та шкіри, але більше досліджень потрібно для підтвердження цих тверджень.</span></p>";;;https://images.prom.ua/3886328100_resveratrol.jpg
109302113;Глицин;Гліцин;109302113;136262458;136262458;;;;;;;;;https://images.prom.ua/3890415469_glitsin.jpg
109302272;Лизин;Лизин;109302272;75756682;75756682;;;;;;;;;https://images.prom.ua/3890447354_lizin.jpg
109302443;Таурин;Таурін;109302443;81302850;81302850;;;;;;;;;https://images.prom.ua/3890471064_taurin.jpg
109302462;Тирозин;Тірозин;109302462;75756682;75756682;;;;;;;;;https://images.prom.ua/3890482842_tirozin.jpg
113587347;Печень и детоксикация;Печінка та детоксикація;113587347;136052335;136052335;;;;;;;;;https://images.prom.ua/3229599848_pechen-i-detoksikatsiya.jpg
113590269;Макияж лица;Макіяж обличчя;113590269;136052440;136052440;;;;;;;;;https://images.prom.ua/3229329116_makiyazh-litsa.jpg
113590279;Макияж для губ;Макіяж для губ;113590279;136052440;136052440;;;;;;;;;https://images.prom.ua/3229334021_makiyazh-dlya-gub.jpg
127013290;Средства для уборки;Засоби для прибирання;127013290;136061701;136061701;;;;;;;;;https://images.prom.ua/6167727985_sredstva-dlya-uborki.jpg
127013305;Мужская косметика;Чоловіча косметика;127013305;136052440;136052440;;;;;;;;;https://images.prom.ua/5358210614_muzhskaya-kosmetika.jpg
127013306;Косметика уход для детей;Косметика догляд для дітей;127013306;136052440;136052440;;;;;;;;;https://images.prom.ua/5358468988_kosmetika-uhod-dlya.jpg
127013316;Крем и бальзам для тела и рук;Крем і бальзам для тіла та рук;127013316;136052683;136052683;;;;;;;;;https://images.prom.ua/5358467498_krem-i-balzam.jpg
128526316;Эфирные масла;Ефірні олії;128526316;136052440;136052440;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Эфирные масла - это концентрированные ароматические жидкости, получаемые из растений методом дистилляции или холодного отжима. Они используются в косметике, ароматерапии, медицине и для создания приятного аромата в помещениях. В ароматерапии эфирные масла могут применяться для улучшения настроения, снятия стресса, улучшения сна и даже для поддержания здоровья. Каждое эфирное масло обладает своими уникальными свойствами и может быть использовано для различных целей.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Ефірні олії - це концентровані ароматичні рідини, які отримують з рослин методом дистиляції або холодного віджиму. Вони використовуються в косметиці, ароматерапії, медицині та для створення приємного аромату в приміщеннях. В ароматерапії ефірні олії можуть застосовуватися для покращення настрою, зняття стресу, покращення сну і навіть для підтримки здоров&#39;я. Кожна ефірна олія має свої унікальні властивості і може бути використана для різних цілей.</span></p>";;;https://images.prom.ua/6167727460_efirnye-masla.jpg
128691153;Лютеин;Лютеїн;128691153;81304240;81304240;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Лютеин - это природный желтый пигмент, относящийся к группе каротиноидов, который обладает сильными антиоксидантными свойствами. Он обычно встречается в растительной пище, такой как шпинат, кукуруза, яйца и другие продукты. Лютеин имеет множество полезных свойств для организма.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Во-первых, лютеин способствует защите глаз от вредного воздействия ультрафиолетовых лучей и предотвращает возникновение катаракты. Он также может помочь улучшить зрение и предотвратить развитие возрастной дальнозоркости.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Кроме того, лютеин играет важную роль в поддержании здоровья кожи. Он помогает защитить кожу от ультрафиолетового излучения, предотвращает преждевременное старение и способствует улучшению ее общего состояния.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Также лютеин известен своими антиоксидантными свойствами, которые помогают защитить клетки организма от повреждений, вызванных свободными радикалами.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Использование лютеин добавки может быть полезным для поддержания здоровья глаз, кожи и общего организма.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Лютеїн - це природний жовтий пігмент, що відноситься до групи каротиноїдів, який має сильні антиоксидантні властивості. Він зазвичай зустрічається у рослинній їжі, такій як шпинат, кукурудза, яйця та інші продукти. Лютеїн має багато корисних властивостей для організму.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">По-перше, лютеїн сприяє захисту очей від шкідливого впливу ультрафіолетових променів та запобігає виникненню катаракти. Він також може допомогти покращити зір та запобігти розвитку вікової далекозорості.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Крім того, лютеїн відіграє важливу роль у підтримці здоров&#39;я шкіри. Він допомагає захистити шкіру від ультрафіолетового випромінювання, запобігає передчасному старінню та сприяє покращенню її загального стану.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Також лютеїн відомий своїми антиоксидантними властивостями, які допомагають захистити клітини організму від ушкоджень, спричинених вільними радикалами.</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Використання лютеїн добавки може бути корисним для підтримки здоров&#39;я очей, шкіри та загального організму.</span></p>";;;https://images.prom.ua/6061707607_lyutein.jpg
129024541;Веганское спортивное питание;Веганське спортивне харчування;129024541;136052686;136052686;;;;;;;;;https://images.prom.ua/6168727473_veganskoe-sportivnoe-pitanie.jpg
130794360;Берберин;Берберин;130794360;81302218;81302218;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Берберин &mdash; это природное вещество, получаемое из корней различных растений, таких как барбарис и золототысячник. Он известен своими многочисленными положительными свойствами для здоровья. Берберин способствует снижению уровня сахара в крови, улучшает чувствительность к инсулину и может быть эффективным в лечении диабета. Кроме того, он обладает антибактериальными свойствами, помогая бороться с инфекциями. Его также применяют для снижения воспаления, поддержания здоровья сердца и печени. В целом, берберин является мощным биологически активным веществом, которое может оказать положительное воздействие на организм при правильном использовании.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Берберин - це природна речовина, яку отримують із коренів різних рослин, таких як барбарис і золототисячник. Він відомий своїми численними позитивними властивостями для здоров&#39;я. Берберин сприяє зниженню рівня цукру в крові, покращує чутливість до інсуліну і може бути ефективним у лікуванні діабету. Крім того, він має антибактеріальні властивості, допомагаючи боротися з інфекціями. Його також застосовують для зниження запалення, підтримки здоров&#39;я серця і печінки. Загалом, берберин є потужною біологічно активною речовиною, яка може позитивно впливати на організм за умови правильного використання.</span></p>";;;https://images.prom.ua/6312760634_berberin.jpg
130794385;Хитозан;Хітозан;130794385;136262533;136262533;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Хитозан - это природное вещество, получаемое из хитина, с добавлением ацетальных групп. Он широко используется в качестве добавки в пищевых продуктах и как средство для похудения. Хитозан привлекателен для тех, кто хочет сбросить лишний вес, так как он может притягивать жиры и помогать им вывестися из организма. Кроме того, хитозан способен связывать токсины и тяжелые металлы, что способствует их выводу. Он также может улучшать функцию кишечника, поскольку обладает пребиотическими свойствами, способствуя росту полезных бактерий.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Хітозан - це природна речовина, яку отримують із хітину, з додаванням ацетальних груп. Його широко використовують як добавку в харчових продуктах і як засіб для схуднення. Хітозан привабливий для тих, хто хоче скинути зайву вагу, оскільки він може притягувати жири і допомагати їм вивестися з організму. Крім того, хітозан здатний зв&#39;язувати токсини і важкі метали, що сприяє їх виведенню. Він також може покращувати функцію кишківника, оскільки має пребіотичні властивості, сприяючи росту корисних бактерій.</span></p>";;;https://images.prom.ua/6312760620_hitozan.jpg
130794460;Хлорофилл;Хлорофіл;130794460;81306789;81306789;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Хлорофилл &ndash; это вещество, присутствующее в зеленых растениях и ответственное за процесс фотосинтеза. В природе хлорофилл играет важную роль для растений, но он также имеет множество полезных свойств для организма человека. Хлорофилл добавка часто используется для улучшения пищеварения, очистки организма от токсинов, укрепления иммунитета, повышения уровня железа в крови и даже для борьбы с запахом тела. Благодаря своим антиоксидантным свойствам, хлорофилл способствует борьбе с воспалениями и омолаживает клетки. Также он может помочь улучшить состояние кожи и волос.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Хлорофіл - це речовина, присутня в зелених рослинах і відповідальна за процес фотосинтезу. У природі хлорофіл відіграє важливу роль для рослин, але він також має безліч корисних властивостей для організму людини. Хлорофіл добавка часто використовується для поліпшення травлення, очищення організму від токсинів, зміцнення імунітету, підвищення рівня заліза в крові та навіть для боротьби із запахом тіла. Завдяки своїм антиоксидантним властивостям, хлорофіл сприяє боротьбі із запаленнями й омолоджує клітини. Також він може допомогти поліпшити стан шкіри та волосся.</span></p>";;;https://images.prom.ua/6167727301_hlorofill.jpg
130794500;Артишок;Артишок;130794500;113587347;113587347;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Артишок является ценным источником питательных веществ, содержащим множество полезных веществ для организма. Артишок содержит в себе много клетчатки, которая способствует улучшению пищеварения и поддержанию здоровья кишечника. Также артишок обладает антиоксидантными свойствами, помогая защитить клетки организма от повреждений. Он также способствует снижению уровня холестерина в крови и улучшению работы печени. Добавка с экстрактом артишока может быть полезна для тех, кто хочет поддерживать здоровье печени, улучшить пищеварение и снизить уровень холестерина в крови.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Артишок є цінним джерелом поживних речовин, що містить безліч корисних речовин для організму. Артишок містить у собі багато клітковини, яка сприяє поліпшенню травлення і підтримці здоров&#39;я кишечника. Також артишок має антиоксидантні властивості, допомагаючи захистити клітини організму від пошкоджень. Він також сприяє зниженню рівня холестерину в крові та поліпшенню роботи печінки. Добавка з екстрактом артишоку може бути корисною для тих, хто хоче підтримувати здоров&#39;я печінки, поліпшити травлення і знизити рівень холестерину в крові.</span></p>";;;https://images.prom.ua/6312760426_artishok.jpg
130795215;Ашваганда;Ашваганда;130795215;136052351;136052351;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Ашваганда, также известная как индийский женьшень, является травяным средством, используемым в аюрведической медицине для поддержания здоровья и улучшения физического и эмоционального благополучия. Этот мощный адаптоген помогает организму адаптироваться к стрессу, укрепляет иммунную систему, повышает энергию и улучшает настроение. Ашваганда также известна своими антиоксидантными свойствами, которые помогают защищать клетки от повреждений. Принимая ашваганду, вы можете улучшить свою способность к адаптации к стрессу, повысить свою жизненную энергию и укрепить свое здоровье в целом.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Ашваганда, також відома як індійський женьшень, є трав&#39;яним засобом, який використовують в аюрведичній медицині для підтримки здоров&#39;я і поліпшення фізичного та емоційного благополуччя. Цей потужний адаптоген допомагає організму адаптуватися до стресу, зміцнює імунну систему, підвищує енергію і покращує настрій. Ашваганда також відома своїми антиоксидантними властивостями, які допомагають захищати клітини від ушкоджень. Приймаючи ашваганду, ви можете поліпшити свою здатність до адаптації до стресу, підвищити свою життєву енергію і зміцнити своє здоров&#39;я в цілому.</span></p>";;;https://images.prom.ua/6167728464_ashvaganda.jpg
130795534;Кошачий коготь;Котячий кіготь;130795534;136052351;136052351;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">&nbsp; &nbsp;&nbsp;<br/>
Кошачий коготь &mdash; это растительная добавка, полученная из коры растения Uncaria tomentosa и U. guianensis, которое произрастает в тропических лесах Южной и Центральной Америки. Этот растительный усилитель иммунитета обладает множеством полезных свойств для организма.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Среди основных преимуществ Кошачьего когтя можно выделить его способность укреплять иммунную систему благодаря антиоксидантным свойствам, а также его противовоспалительные свойства, которые могут помочь при борьбе с воспалительными процессами в организме.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Другие известные пользы от приема кошачьего когтя включают улучшение пищеварения, снижение уровня стресса, регулирование кровяного давления и поддержку здоровья кожи.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Котячий кіготь - це рослинна добавка, отримана з кори рослини Uncaria tomentosa і U. guianensis, яка росте в тропічних лісах Південної та Центральної Америки. Цей рослинний підсилювач імунітету має безліч корисних властивостей для організму.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Серед основних переваг Котячого кігтя можна виділити його здатність зміцнювати імунну систему завдяки антиоксидантним властивостям, а також його протизапальні властивості, які можуть допомогти в боротьбі із запальними процесами в організмі.&nbsp;</span></p>
<p style=""text-align:center""><span style=""font-size:16px"">Інші відомі користі від вживання котячого кігтя включають поліпшення травлення, зниження рівня стресу, регулювання кров&#39;яного тиску і підтримку здоров&#39;я шкіри.</span></p>";;;https://images.prom.ua/6312760593_koshachij-kogot.jpg
130795540;Женьшень;Женьшень;130795540;81304983;81304983;;;;;"<p style=""text-align:center""><span style=""font-size:16px"">Женьшень Panax - это растение, которое часто используется как добавка к пище или как лекарственное средство. Его польза для организма включает в себя улучшение иммунной системы, повышение уровня энергии, снижение стресса и улучшение памяти. Женьшень также обладает антиоксидантными свойствами, помогает снизить уровень сахара в крови и улучшает кровообращение. Этот растительный препарат также может помочь в борьбе с усталостью, улучшить состояние кожи и волос, а также повысить выносливость.</span></p>";"<p style=""text-align:center""><span style=""font-size:16px"">Женьшень Panax - це рослина, яку часто використовують як добавку до їжі або як лікарський засіб. Його користь для організму охоплює поліпшення імунної системи, підвищення рівня енергії, зниження стресу і поліпшення пам&#39;яті. Женьшень також має антиоксидантні властивості, допомагає знизити рівень цукру в крові та покращує кровообіг. Цей рослинний препарат також може допомогти в боротьбі з втомою, поліпшити стан шкіри та волосся, а також підвищити витривалість.</span></p>";;;https://images.prom.ua/6167727634_zhenshen.jpg
